source,target,weight
james,corden,0.587933003902435
trump,putin,0.404692590236664
www,prince,0.571661710739136
https,north,0.287965387105942
entry,seth,0.758538007736206
trump,first,0.335465818643570
what,watch,1.582036137580872
entry,alabama,0.707167387008667
www,mueller,0.537067413330078
www,korea,0.273546993732452
entry,harassment,0.651893198490143
huffingtonpost,queer,0.149189010262489
editorial,partner,2.463219165802002
huffingtonpost,ryan,0.346187740564346
entry,stormy,0.886700272560120
huffingtonpost,korea,0.176676303148270
huffingtonpost,year,0.301308095455170
huffingtonpost,mueller,0.346876770257950
https,this,0.180123984813690
huffingtonpost,republicans,0.285001933574677
huffingtonpost,florida,0.290132939815521
www,russian,0.252858877182007
their,and,0.267725169658661
for,about,0.506344974040985
for,are,0.439875066280365
huffpost,russia,0.661773204803467
ukraine,news,0.693668127059937
www,fire,0.358670055866241
associated,press,3.009015083312988
after,was,0.685087680816650
united,states,2.016561508178711
trump,media,0.362710505723953
entry,judge,0.573307752609253
one,and,0.316781222820282
sports,and,0.229679673910141
entry,israel,0.390323340892792
entry,late,0.344906717538834
https,police,0.570308268070221
from,said,0.388604313135147
into,and,0.265829473733902
huffpost,shooting,0.739389479160309
and,star,0.276883959770203
trump,state,0.456997752189636
entry,chris,0.609334707260132
www,steve,0.560668647289276
star,and,0.308559566736221
entertainment,who,0.420583426952362
and,who,0.278984785079956
politics,out,0.346300959587097
news,been,0.746700644493103
and,after,0.494089752435684
https,joe,0.691421985626221
huffpost,funniest,1.352406859397888
and,wong,0.426603913307190
huffpost,tweets,0.575756967067719
and,about,0.486026287078857
all,and,0.165491208434105
former,president,0.566360712051392
you,with,0.555088281631470
entry,assault,0.528415381908417
and,they,0.392015635967255
politics,now,0.702669203281403
women,are,0.755525648593903
huffpost,free,1.028984904289246
time,for,0.527462720870972
people,and,0.230660289525986
world,president,0.283456891775131
www,olympic,0.347216069698334
entry,larry,0.607890665531158
politics,federal,0.638596832752228
when,was,0.447709113359451
capitol,riot,3.153229713439941
entry,snl,0.788138628005981
huffpost,colbert,0.762438952922821
you,one,0.690090298652649
that,not,0.507398426532745
